UCONNCrossID,CrossNum.,Crosses,FG,MG,Category,"CrossingDate(Oct.6,7,8)",Crosser,CrossStatus,Notes,Check 11/2-5,Healthheck 11/2-5,Check 10/26 (1-192) 10/27(194- ),Health 10/26,Check 10/19-20,Health 10/19-20,Painting Date,SP number per 1 ml estimation on paint day,,Media Change 1,Media Change 2,Media Change 3?,Post-paint  development,Post-paint  density,Comments
GOM001,1,SA18-CB-10-FG6xSL18-JS-6-MG1,SA18-CB-10-FG6,SL18-JS-6-MG1,Top160,6,Scott,Y,,SP_100,,GP/EmbrSP,,GP,,11/5/2020,19,,11/19/2020,12/3/2020,12/17/2020,LSP,MD,
GOM003,3,SA18-CB-10-FG6xSL18-OI-15-MG2,SA18-CB-10-FG6,SL18-OI-15-MG2,Top160,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,19,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM004,4,SA18-CB-10-FG6xSL18-NC-2-MG1,SA18-CB-10-FG6,SL18-NC-2-MG1,Top160,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,106,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM005,5,SA18-CB-10-FG6xSL18-NC-2-MG3,SA18-CB-10-FG6,SL18-NC-2-MG3,Top160,6,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,103,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM006,6,SA18-CB-1-FG2xSL18-JS-19-MG1,SA18-CB-1-FG2,SL18-JS-19-MG1,Top160,8,Michael,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,28,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM007,7,SA18-CB-1-FG2xSL18-SF-13-MG1,SA18-CB-1-FG2,SL18-SF-13-MG1,Top160,8,Michael,Y,,SP_100,,GP/EmbrSP,,GP,,11/5/2020,35,,11/19/2020,12/3/2020,12/17/2020,SP,HD,
GOM008,8,SA18-CB-1-FG2xSL18-OI-4-MG1,SA18-CB-1-FG2,SL18-OI-4-MG1,Top160,8,Michael,Y,low biomass FG:MG=1:1,Painted,,Painted,,SP_300,not healthy,10/19/2020,12,,10/30/2020,11/6/2020,11/13/2020,SP,MD,
GOM009,9,SA18-CB-1-FG2xSL18-LD-1-MG1,SA18-CB-1-FG2,SL18-LD-1-MG1,Top160,8,Michael,Y,low biomass FG:MG=1:1,SP_100,"not healthy, bacteria",EmbrSP,,GP,not healthy,11/2/2020,21,,11/16/2020,11/30/2020,12/14/2020,SP,MD,
GOM010,10,SA18-CB-2-FG3xSL18-JS-19-MG1,SA18-CB-2-FG3,SL18-JS-19-MG1,Top160,6,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,64,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM011,11,SA18-CB-4-FG6xSL18-OI-15-MG2,SA18-CB-4-FG6,SL18-OI-15-MG2,Top160,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,82,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM012,12,SA18-CB-4-FG6xSL18-NC-2-MG1,SA18-CB-4-FG6,SL18-NC-2-MG1,Top160,6,Scott,Y,,Painted,,SP_300,,SP_100,,10/26/2020,71,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM013,13,SA18-CB-4-FG6xSL18-NC-2-MG3,SA18-CB-4-FG6,SL18-NC-2-MG3,Top160,6,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,55,,11/5/2020,11/19/2020,12/3/2020,SP,HD,
GOM015,15,SA18-CB-5-FG3xSL18-NL-5-MG1,SA18-CB-5-FG3,SL18-NL-5-MG1,Diversity,6,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,49,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM016,16,SA18-CB-5-FG3xSL18-NL-3-MG1,SA18-CB-5-FG3,SL18-NL-3-MG1,Diversity,6,Scott,Y,,SP_100,,EmbrSP,,EmbrSP,,11/2/2020,141,,11/16/2020,11/30/2020,12/14/2020,GP,HD,
GOM017,17,SA18-CB-7-FG1xSL18-LD-1-MG1,SA18-CB-7-FG1,SL18-LD-1-MG1,TopRep1,8,Michael,Y,,Painted,,Painted,,SP_300,not healthy,10/19/2020,2,,10/30/2020,11/6/2020,11/13/2020,GP,LD,
GOM018,18,SA18-CB-7-FG1xSL18-LD-1-MG1,SA18-CB-7-FG1,SL18-LD-1-MG1,TopRep2,7,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,21,,11/5/2020,11/19/2020,12/3/2020,LSP,MD,
GOM020,20,SL18-CC-12-FG2xSL18-OI-15-MG2,SL18-CC-12-FG2,SL18-OI-15-MG2,TopRep1,7,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,58,,11/5/2020,11/19/2020,12/3/2020,SP,HD,
GOM022,22,SL18-CC-12-FG2xSL18-OI-15-MG2,SL18-CC-12-FG2,SL18-OI-15-MG2,TopRep2,7,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,NotRecorded,,11/5/2020,11/19/2020,12/3/2020,SP,HD,
GOM023,23,SL18-CC-12-FG2xSA18-CB-7-MG1,SL18-CC-12-FG2,SA18-CB-7-MG1,Top160,8,Michael,Y,,Painted,,Painted,,SP_100,,10/22/2020,28,,11/5/2020,11/19/2020,12/3/2020,LSP,MD,
GOM024,24,SL18-CC-12-FG3xSL18-OI-15-MG2,SL18-CC-12-FG3,SL18-OI-15-MG2,TopRep1,6,Scott,Y,,GP/EmbrSP,,GP/EmbrSP,,GP,,11/5/2020,1,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM025,25,SL18-CC-12-FG3xSL18-OI-15-MG2,SL18-CC-12-FG3,SL18-OI-15-MG2,TopRep2,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,20,,11/10/2020,11/24/2020,12/8/2020,GP,HD,
GOM026,26,SL18-CC-12-FG3xSL18-JS-6-MG1,SL18-CC-12-FG3,SL18-JS-6-MG1,Top160,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,11,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM028,28,SL18-CC-12-FG3xSL18-OI-15-MG2,SL18-CC-12-FG3,SL18-OI-15-MG2,Top160,6,Scott,Y,,GP/EmbrSP,,GP/EmbrSP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM029,29,SL18-CC-1-FG1xSL18-OI-16-MG3,SL18-CC-1-FG1,SL18-OI-16-MG3,TopRep1,7,Scott,Y,,EmbrSP/SP_100,"not healthy, bacteria",GP/EmbrSP,,EmbrSP,,11/2/2020,18,,11/16/2020,11/30/2020,12/14/2020,GP,MD,
GOM030,30,SL18-CC-1-FG1xSL18-OI-16-MG3,SL18-CC-1-FG1,SL18-OI-16-MG3,TopRep2,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,37,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM031,31,SL18-CC-3-FG2xSL18-OI-11-MG3,SL18-CC-3-FG2,SL18-OI-11-MG3,TopRep1,6,Scott,Y,,Painted,,SP_100,,SP_100,,10/28/2020,75,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM032,32,SL18-CC-3-FG2xSL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,TopRep1,6,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,56,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM033,33,SL18-CC-3-FG2xSL18-OI-11-MG3,SL18-CC-3-FG2,SL18-OI-11-MG3,TopRep2,6,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,41,,11/5/2020,11/19/2020,12/3/2020,SP,HD,
GOM034,34,SL18-CC-3-FG2xSL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,TopRep2,6,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,67,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM035,35,SL18-CC-3-FG2xSL18-JS-6-MG1,SL18-CC-3-FG2,SL18-JS-6-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,2,,11/19/2020,12/3/2020,12/17/2020,SP,MD,
GOM036,36,SL18-CC-3-FG3xSL18-OI-15-MG1,SL18-CC-3-FG3,SL18-OI-15-MG1,Top160,8,Michael,Y,,EmbrSP/SP_100,"not healthy, bacteria",EmbrSP,,GP,not healthy,11/2/2020,28,,11/16/2020,11/30/2020,12/14/2020,SP,MD,
GOM037,37,SL18-CC-3-FG3xSL18-JS-19-MG1,SL18-CC-3-FG3,SL18-JS-19-MG1,Top160,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,209,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM038,38,SL18-CC-3-FG3xSL18-UCONN-S157-MG1,SL18-CC-3-FG3,SL18-UCONN-S157-MG1,Top160,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,45,,11/10/2020,11/24/2020,12/8/2020,GP,LD,
GOM039,39,SL18-CC-3-FG3xSL18-UCONN-S157-MG2,SL18-CC-3-FG3,SL18-UCONN-S157-MG2,Top160,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,92,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM040,40,SL18-CC-3-FG3xSL18-SF-13-MG1,SL18-CC-3-FG3,SL18-SF-13-MG1,Top160,7,Scott,Y,,GP/EmbrSP,,GP/EmbrSP,,GP,,11/5/2020,3,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM041,41,SL18-CC-5-FG1xSL18-OI-15-MG2,SL18-CC-5-FG1,SL18-OI-15-MG2,Top160,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,35,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM042,42,SL18-CC-5-FG1xSL18-NC-2-MG1,SL18-CC-5-FG1,SL18-NC-2-MG1,Top160,7,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,59,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM043,43,SL18-CC-5-FG1xSL18-NC-2-MG3,SL18-CC-5-FG1,SL18-NC-2-MG3,Top160,7,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,103,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM044,44,SL18-CC-5-FG2xSA18-CB-10-MG1,SL18-CC-5-FG2,SA18-CB-10-MG1,TopRep1,6,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,79,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM045,45,SL18-CC-5-FG2xSL18-NC-9-MG2,SL18-CC-5-FG2,SL18-NC-9-MG2,TopRep1,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,140,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM046,46,SL18-CC-5-FG2xSA18-CB-10-MG1,SL18-CC-5-FG2,SA18-CB-10-MG1,TopRep2,6,Scott,Y,,Painted,,SP_300,,GP,,10/26/2020,50,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM047,47,SL18-CC-5-FG2xSL18-NC-9-MG2,SL18-CC-5-FG2,SL18-NC-9-MG2,TopRep2,6,Scott,Y,,Painted,,SP_300,,GP,,10/26/2020,35,,11/10/2020,11/24/2020,12/8/2020,GP,LD,
GOM048,48,SL18-CC-5-FG2xSL18-JS-6-MG2,SL18-CC-5-FG2,SL18-JS-6-MG2,Top160,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,84,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM049,49,SL18-CC-5-FG3xSL18-JS-5-MG2,SL18-CC-5-FG3,SL18-JS-5-MG2,TopRep1,7,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,30,,11/10/2020,11/24/2020,12/8/2020,GP,LD,
GOM050,50,SL18-CC-5-FG3xSL18-JS-5-MG2,SL18-CC-5-FG3,SL18-JS-5-MG2,TopRep2,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,123,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM051,51,SL18-CC-5-FG3xSL18-NC-2-MG1,SL18-CC-5-FG3,SL18-NC-2-MG1,Top160,7,Scott,Y,,Painted,,SP_100,Biofilm,GP,,10/28/2020,18,,11/10/2020,11/24/2020,12/8/2020,GP,LD,
GOM052,52,SL18-CC-5-FG3xSL18-NC-2-MG3,SL18-CC-5-FG3,SL18-NC-2-MG3,Top160,7,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,144,,11/10/2020,11/24/2020,12/8/2020,SP,LD,
GOM053,53,SL18-CC-5-FG3xSL18-OI-17-MG1,SL18-CC-5-FG3,SL18-OI-17-MG1,Top160,7,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,25,,11/10/2020,11/24/2020,12/8/2020,GP,LD,
GOM054,54,SL18-CC-8-FG1xSL18-NL-2-MG1,SL18-CC-8-FG1,SL18-NL-2-MG1,Low10,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM055,55,SL18-CC-8-FG1xSL18-JS-9-MG3,SL18-CC-8-FG1,SL18-JS-9-MG3,Low10,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,5,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM056,56,SL18-CC-8-FG1xSL18-NC-8-MG2,SL18-CC-8-FG1,SL18-NC-8-MG2,Low10,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,HD,GREEN
GOM057,57,SL18-CC-8-FG2xSL18-JS-5-MG3,SL18-CC-8-FG2,SL18-JS-5-MG3,TopRep1,7,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,82,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM058,58,SL18-CC-8-FG2xSL18-JS-5-MG3,SL18-CC-8-FG2,SL18-JS-5-MG3,TopRep2,7,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,93,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM059,59,SL18-JS-16-FG3xSL18-JS-9-MG3,SL18-JS-16-FG3,SL18-JS-9-MG3,Low10,7,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,154,,11/10/2020,11/24/2020,12/8/2020,GP,HD,
GOM060,60,SL18-JS-16-FG3xSL18-NC-8-MG2,SL18-JS-16-FG3,SL18-NC-8-MG2,Low10,7,Scott,Y,,GP/EmbrSP,,GP,,GP,not healthy,11/5/2020,4,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM061,61,SL18-JS-19-FG5xSL18-SF-13-MG1,SL18-JS-19-FG5,SL18-SF-13-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,5,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM062,62,SL18-JS-19-FG5xSL18-OI-4-MG1,SL18-JS-19-FG5,SL18-OI-4-MG1,Top160,7,Scott,Y,,Painted,,Painted,,SP_300,,10/19/2020,20,,10/30/2020,11/6/2020,11/13/2020,SP,MD,
GOM063,63,SL18-JS-19-FG6xSL18-SF-13-MG1,SL18-JS-19-FG6,SL18-SF-13-MG1,Top160,6,Scott,Y,,GP,not healthy,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM064,64,SL18-JS-19-FG6xSL18-OI-4-MG1,SL18-JS-19-FG6,SL18-OI-4-MG1,Top160,6,Scott,Y,,Painted,,Painted,,SP_300,,10/19/2020,25,,10/30/2020,11/6/2020,11/13/2020,SP,MD,
GOM065,65,SL18-JS-19-FG6xSL18-LD-1-MG1,SL18-JS-19-FG6,SL18-LD-1-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,HD,GREEN
GOM067,67,SL18-JS-6-FG2xSL18-OI-15-MG2,SL18-JS-6-FG2,SL18-OI-15-MG2,Top160,6,Scott,Y,,SP_100,,EmbrSP,Mixed with SP_300,GP,,11/2/2020,20,,11/16/2020,11/30/2020,12/14/2020,SP,MD,
GOM068,68,SL18-JS-6-FG2xSL18-NC-2-MG1,SL18-JS-6-FG2,SL18-NC-2-MG1,Top160,6,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,89,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM069,69,SL18-JS-6-FG2xSL18-NC-2-MG3,SL18-JS-6-FG2,SL18-NC-2-MG3,Top160,6,Scott,Y,,Painted,,SP_300,,EmbrSP,,10/26/2020,171,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM070,70,SL18-JS-6-FG2xSL18-OI-17-MG1,SL18-JS-6-FG2,SL18-OI-17-MG1,Top160,6,Scott,Y,,SP_300,"not healthy, mostly dying GP",GP,,GP,,11/5/2020,3,,11/19/2020,12/3/2020,12/17/2020,GP,LD,GREEN
GOM076,76,SL18-JS-9-FG3xSL18-JS-5-MG2,SL18-JS-9-FG3,SL18-JS-5-MG2,Low10,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,139,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM077,77,SL18-JS-9-FG3xSL18-NL-2-MG1,SL18-JS-9-FG3,SL18-NL-2-MG1,Low10,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,28,,11/10/2020,11/24/2020,12/8/2020,GP,MD,
GOM078,78,SL18-LD-13-FG2xSL18-OD-3-MG1,SL18-LD-13-FG2,SL18-OD-3-MG1,Diversity,7,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,265,,11/10/2020,11/24/2020,12/8/2020,SP,MD,
GOM079,79,SL18-LD-5-FG5xSL18-JS-19-MG1,SL18-LD-5-FG5,SL18-JS-19-MG1,Top160,8,Michael,Y,Change SL18-LD-2-FG5 to SL18-LD-5-FG5,GP,,GP,Almost dead,GP,Almost dead,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,LD,
GOM080,80,SL18-LD-5-FG5xSL18-UCONN-S157-MG2,SL18-LD-5-FG5,SL18-UCONN-S157-MG2,Top160,8,Michael,Y,Rope13,Throw away,,GP,Dead,GP,Almost dead,NA,X,,#VALUE!,#VALUE!,#VALUE!,,,
GOM081,81,SL18-LD-5-FG5xSL18-SF-13-MG1,SL18-LD-5-FG5,SL18-SF-13-MG1,Top160,8,Michael,Y,Change SL18-LD-2-FG5 to SL18-LD-5-FG7,GP,,GP,,GP,Almost dead,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM082,82,SL18-LD-5-FG5xSL18-OI-4-MG1,SL18-LD-5-FG5,SL18-OI-4-MG1,Top160,8,Michael,Y,Change SL18-LD-2-FG5 to SL18-LD-5-FG8,Painted,,Painted,,SP_300,Almost dead,10/19/2020,20,,10/30/2020,11/6/2020,11/13/2020,SP,MD,
GOM083,83,SL18-LD-5-FG5xSL18-LD-1-MG1,SL18-LD-5-FG5,SL18-LD-1-MG1,Top160,8,Michael,Y,Rope14,Throw away,,GP,Dead,GP,"Almost dead, bleached",NA,x,,#VALUE!,#VALUE!,#VALUE!,,,
GOM084,84,SL18-LL-9-FG1xSL18-JS-19-MG1,SL18-LL-9-FG1,SL18-JS-19-MG1,Top160,6,Scott,Y,,SP_100,,EmbrSP,,GP,,11/2/2020,207,,11/16/2020,11/30/2020,12/14/2020,GP,MD,
GOM085,85,SL18-NC-10-FG1xSL18-OI-11-MG4,SL18-NC-10-FG1,SL18-OI-11-MG4,TopRep1,6,Scott,Y,,Painted,,SP_100,,GP,,10/28/2020,77,,11/10/2020,11/24/2020,12/8/2020,GP,HD,
GOM086,86,SL18-NC-10-FG1xSL18-OI-11-MG4,SL18-NC-10-FG1,SL18-OI-11-MG4,TopRep2,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM087,87,SL18-NC-12-FG1xSL18-NL-9-MG2,SL18-NC-12-FG1,SL18-NL-9-MG2,Diversity,6,Scott,Y,,Painted,,Painted,,SP_100,,10/22/2020,132,,11/5/2020,11/19/2020,12/3/2020,SP,HD,
GOM088,88,SL18-NC-12-FG2xSL18-OD-6-MG2,SL18-NC-12-FG2,SL18-OD-6-MG2,Diversity,6,Scott,Y,,Painted,,SP_300,,GP,,10/26/2020,170,,11/10/2020,11/24/2020,12/8/2020,GP,HD,
GOM089,89,SL18-NC-15-FG1xSL18-OD-10-MG2,SL18-NC-15-FG1,SL18-OD-10-MG2,Diversity,6,Scott,Y,,Painted,,SP_300,,GP,,10/26/2020,145,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM090,90,SL18-NC-1-FG1xSL18-NL-6-MG3,SL18-NC-1-FG1,SL18-NL-6-MG3,Diversity,6,Scott,Y,,Painted,,SP_100,,EmbrSP,,10/28/2020,129,,11/10/2020,11/24/2020,12/8/2020,SP,HD,
GOM091,91,SL18-NC-5-FG2xSL18-NC-2-MG1,SL18-NC-5-FG2,SL18-NC-2-MG1,Within,6,Scott,Y,,GP,not healthy,GP,not healthy,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,LD,
GOM092,92,SL18-NC-5-FG3xSL18-LD-1-MG1,SL18-NC-5-FG3,SL18-LD-1-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD ,GREEN
GOM093,93,SL18-NC-5-FG3xSL18-UCONN-S94-MG1,SL18-NC-5-FG3,SL18-UCONN-S94-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM094,94,SL18-NC-5-FG3xSL18-OI-11-MG1,SL18-NC-5-FG3,SL18-OI-11-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,1,,11/19/2020,12/3/2020,12/17/2020,GP,LD,
GOM095,95,SL18-NC-5-FG3xSL18-OI-11-MG3,SL18-NC-5-FG3,SL18-OI-11-MG3,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,1,,11/19/2020,12/3/2020,12/17/2020,SP,LD,
GOM097,97,SL18-NL-10-FG2xSL18-OI-11-MG1,SL18-NL-10-FG2,SL18-OI-11-MG1,Top160,7,Scott,Y,,GP,not healthy,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,LD,
GOM098,98,SL18-NL-10-FG2xSL18-LD-1-MG3,SL18-NL-10-FG2,SL18-LD-1-MG3,Top160,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,GREEN
GOM099,99,SL18-NL-10-FG2xSL18-NL-6-MG1,SL18-NL-10-FG2,SL18-NL-6-MG1,Within,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM100,100,SL18-NL-10-FG3xSL18-OI-11-MG1,SL18-NL-10-FG3,SL18-OI-11-MG1,Top160,7,Scott,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM101,101,SL18-NL-10-FG3xSL18-OI-11-MG3,SL18-NL-10-FG3,SL18-OI-11-MG3,Top160,7,Scott,Y,,SP_100,,EmbrSP,,GP,,11/2/2020,25,,11/16/2020,11/30/2020,12/14/2020,GP,LD,
GOM102,102,SL18-NL-10-FG3xSL18-LD-1-MG3,SL18-NL-10-FG3,SL18-LD-1-MG3,Top160,8,Michael,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM103,103,SL18-NL-2-FG1xSL18-CC-6-MG2,SL18-NL-2-FG1,SL18-CC-6-MG2,Diversity,7,Scott,Y,,GP,,GP,,GP,,11/5/2020,1,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM105,105,SL18-NL-3-FG2xSL18-SF-13-MG1,SL18-NL-3-FG2,SL18-SF-13-MG1,Top160,7,Scott,Y,,GP,,GP,,GP,,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM106,106,SL18-NL-3-FG2xSL18-LD-1-MG1,SL18-NL-3-FG2,SL18-LD-1-MG1,Top160,7,Scott,Y,,SP_100,,EmbrSP,,GP,,11/2/2020,24,,11/16/2020,11/30/2020,12/14/2020,GP,LD,GREEN
GOM107,107,SL18-NL-3-FG3xSL18-JS-19-MG1,SL18-NL-3-FG3,SL18-JS-19-MG1,Top160,7,Scott,Y,,GP,,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM108,108,SL18-NL-3-FG3xSL18-SF-13-MG1,SL18-NL-3-FG3,SL18-SF-13-MG1,Top160,7,Scott,Y,,GP,not healthy,GP,,GP,not healthy,11/5/2020,0,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM109,109,SL18-NL-5-FG1xSL18-SF-13-MG13,SL18-NL-5-FG1,SL18-SF-13-MG13,Diversity,7,Scott,Y,,GP,,GP,,GP,,11/5/2020,1,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM110,110,SL18-NL-5-FG3xSL18-OI-11-MG1,SL18-NL-5-FG3,SL18-OI-11-MG1,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,2,,11/19/2020,12/3/2020,12/17/2020,GP,HD,
GOM111,111,SL18-NL-5-FG3xSL18-OI-11-MG3,SL18-NL-5-FG3,SL18-OI-11-MG3,Top160,6,Scott,Y,,GP,,GP,,GP,,11/5/2020,2,,11/19/2020,12/3/2020,12/17/2020,GP,MD,
GOM112,112,SL18-NL-6-FG1xSL18-OI-14-MG2,SL18-NL-6-FG1,SL18-OI-14-MG2,TopRep1,7,Scott,Y,,SP_100,,EmbrSP,,GP,,11/2/2020,40,,11/16/2020,11/30/2020,12/14/2020,GP,MD,GREEN
