Indiv,Sex,AshFDWpM,oc_using_AshFDWpM,Rank_first_AshFDWpM_then_oc,DWpM,oc_using_DWpM,Rank_DWpM_then_oc,AshOnly,WWP,PDW
SL18-LD-10-FG3,female,-0.054448991,0.003359582,,-0.040309719,0.003119359,,0.160404327,-0.148803624,0.153168941
SL18-SF-13-FG1,female,-0.045202799,2.12E-07,,-0.045991553,4.23E-08,,-0.185558486,-0.204406062,0.343394924
SL18-OI-16-FG3,female,-0.028416271,0.000211796,,-0.047468213,1.18E-05,,-0.261827658,-0.085978383,0.091702724
SL18-NL-5-FG3,female,-0.044124143,0.001434211,,-0.049840306,0.001519818,,0.079719663,-0.272192865,-0.040267958
SL18-LD-9-FG2,female,-0.012508565,0.003779028,,-0.051269489,0.001395617,,-0.235188728,-0.281766565,0.193572655
SL18-NL-10-FG1,female,-0.050176506,0.004753748,,-0.052485657,0.005945212,,0.253968191,-0.015513066,-0.246638898
SL18-LD-4-FG3,female,0.007618536,0.003542534,,-0.05347421,0.001110591,,-0.007152369,-0.264033096,0.161923887
SL18-LD-3-FG2,female,-0.015780314,0.002705619,,-0.053575196,8.44E-07,,0.091697613,-0.149856317,0.002261165
SL18-SF-18-FG1,female,0.008507993,0.002432184,,-0.054638406,3.84E-07,,-0.102759338,-0.168908172,0.228787278
SL18-OI-17-FG2,female,0.108830688,0.001436232,28,-0.055037919,2.15E-08,,-0.081238957,-0.369258376,-0.076110859
SL18-OD-3-FG4,female,-0.030981449,0.000948904,,-0.056464002,0.000935778,,0.014234286,-0.156264746,-0.006204085
SL18-OD-3-FG2,female,-0.030981449,0.000948904,,-0.056464002,0.000935778,,0.014234286,-0.156264746,-0.006204085
SL18-OI-2-FG3,female,0.025918396,0.002601302,,-0.056655984,1.41E-07,,-0.104896881,-0.277719436,0.1505007
SL18-LD-3-FG1,female,-0.032229237,0.002641124,,-0.061025718,0.001090559,,0.241547546,-0.342341515,0.217485962
SL18-LD-4-FG1,female,-0.00112608,0.002095947,,-0.062179075,0.000771926,,-0.065419866,-0.185731213,0.111301544
SL18-LD-13-FG1,female,-0.069682815,0.003091819,,-0.06345702,0.003175917,,-0.246305517,-0.217098585,0.154570549
SL18-CC-1-FG3,female,-0.037224147,5.12E-07,,-0.064715586,1.95E-08,,0.645536382,-0.219264538,0.078914136
SL18-LD-2-FG2,female,-0.045810352,1.85E-07,,-0.068579119,5.76E-08,,0.081570981,-0.503017006,0.7642858
SL18-NL-10-FG2,female,-0.046978484,0.005251008,,-0.073956945,0.00443133,,-0.032342236,-0.335289082,-0.024365489
SL18-LD-4-FG2,female,-0.001126002,0.002095953,,-0.075194336,7.57E-07,,-0.065419908,-0.372436163,0.258273794
SL18-NL-9-FG2,female,-0.096640947,0.002777565,,-0.077082091,0.004916587,,0.127515015,0.004268901,-0.494446944
SL18-LD-3-FG3,female,-0.035005369,0.002544245,,-0.077117934,0.001977,,0.118583689,-0.288942879,0.144792544
SL18-CC-1-FG2,female,-0.141226759,9.43E-08,,-0.077145687,2.65E-08,,0.859051442,-0.16546094,0.025833979
SL18-NC-9-FG2,female,-0.040535673,0.001485161,,-0.077372294,4.04E-07,,0.187863093,-0.166742463,0.143641601
SL18-NL-5-FG1,female,-0.059454083,0.002756726,,-0.079229063,0.00092628,,0.155757835,-0.339812371,-0.054183456
SL18-LL-9-FG1,female,-0.002713031,0.00091236,,-0.081588202,8.46E-08,,-0.070906248,-0.309228102,0.043448994
SL18-LD-5-FG2,female,-0.04329275,0.002733129,,-0.083716697,0.001164281,,0.006091541,-0.154869235,0.006174735
SL18-OI-16-FG1,female,-0.04903109,0.000531215,,-0.084136755,4.78E-07,,0.014674722,-0.252022163,-0.002365374
SL18-NL-10-FG3,female,-0.046588004,0.001592138,,-0.084587119,4.70E-07,,0.059642034,-0.481317205,-0.038242237
SL18-LD-1-FG1,female,0.023479791,0.004019208,,-0.094086844,7.01E-05,,-0.20248457,-0.454080691,0.267992443
SL18-UCONN-S78-FG3,female,-0.116720276,9.94E-08,,-0.094536415,2.99E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-UCONN-S78-FG2,female,-0.116720276,9.94E-08,,-0.094536415,2.99E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-UCONN-S78-FG1,female,-0.116720276,9.94E-08,,-0.094536415,2.99E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-NC-12-FG1,female,-0.075628965,0.00032169,,-0.096481843,1.50E-06,,-0.115611665,-0.225964462,-0.048025346
SL18-NL-2-FG2,female,-0.164022361,8.30E-07,,-0.097231476,0.001206954,,0.027067663,-0.276290975,-0.146835855
SL18-NC-15-FG3,female,-0.170787172,1.57E-07,,-0.098220978,4.06E-08,,0.614367481,-0.246164745,-0.195241141
SL18-LD-5-FG1,female,-0.075420142,3.10E-07,,-0.09878903,9.40E-08,,-0.222205205,-0.276873999,0.058568421
SL18-OD-5-FG3,female,-0.05487603,0.001630423,,-0.098983818,1.90E-07,,-0.353310778,-0.315542175,-0.06145413
SL18-LD-1-FG3,female,0.030795213,0.000816825,,-0.099185113,7.04E-08,,-0.263540555,-0.529947791,0.415093293
SL18-CC-6-FG1,female,-0.025142891,0.001000245,,-0.100022957,2.52E-08,,0.283739592,-0.329799582,-0.134174147
SL18-OI-16-FG2,female,-0.021614567,5.68E-05,,-0.101547104,4.50E-08,,0.015347931,-0.293621393,0.119146259
SL18-NL-7-FG3,female,-0.094989219,0.002459633,,-0.108621753,0.003835667,,0.099852248,-0.46347794,0.018879887
SL18-JS-11-FG4,female,-0.087013674,0.000557667,,-0.111092068,0.000880583,,-0.129781134,-0.351868192,-0.199059246
SL18-NC-11-FG3,female,-0.117649296,1.17E-06,,-0.11165205,0.000407049,,-0.003766316,-0.274131711,-0.113410194
SL18-JS-19-FG5,female,-0.015198905,0.001257784,,-0.11971218,6.29E-08,,0.193517594,-0.284353867,-0.04507383
SL18-JS-19-FG6,female,-0.015198905,0.001257784,,-0.11971218,6.29E-08,,0.193517594,-0.284353867,-0.04507383
SL18-NC-1-FG3,female,-0.10170845,0.002049321,,-0.119736141,0.001510617,,0.064229062,-0.331536863,-0.065187488
SL18-NL-7-FG4,female,-0.060811089,0.003007312,,-0.124283615,0.000240944,,0.112434347,-0.554619541,0.004565073
SL18-LL-9-FG3,female,0.009452045,5.96E-05,,-0.125799853,2.13E-08,,-0.022946579,-0.538864284,-0.350916757
SL18-NC-1-FG1,female,-0.121760389,1.97E-07,,-0.133101093,5.47E-08,,-0.084868992,-0.40200796,-0.104004324
SL18-LD-13-FG2,female,-0.160945729,1.55E-06,,-0.133543646,0.000160959,,-0.257637873,-0.375678901,0.168354863
SL18-NL-2-FG3,female,-0.206209975,9.73E-08,,-0.139292429,4.34E-08,,-0.181597,-0.512750055,-0.103889446
SL18-JS-5-FG2,female,-0.124313386,5.51E-07,,-0.139318079,3.98E-08,,-0.062341438,-0.3405292,-0.304263971
SL18-NC-8-FG1,female,-0.174312689,3.83E-07,,-0.141197967,0.000554159,,-0.192662321,-0.375820713,0.125948778
SL18-NC-8-FG2,female,-0.200869063,3.10E-07,,-0.147939715,1.46E-06,,-0.222760984,-0.394926091,-0.044743573
SL18-NC-11-FG1,female,-0.21880069,6.87E-08,,-0.155748439,3.18E-08,,0.099267983,-0.346645516,-0.068956934
SL18-NC-5-FG3,female,-0.034099189,0.00168127,,-0.156657941,4.60E-08,,0.008041534,-0.547021671,-0.210416025
SL18-NC-12-FG2,female,-0.083174416,0.001667856,,-0.158438442,6.98E-08,,-0.081787869,-0.321458655,-0.036898021
SL18-OD-5-FG1,female,-0.126867079,3.59E-07,,-0.159090158,7.51E-08,,-0.627963701,-0.498762681,-0.117376438
SL18-CC-6-FG3,female,-0.076456952,4.95E-07,,-0.165300406,1.71E-08,,0.386998459,-0.29993121,-0.123595828
SL18-JS-16-FG1,female,-0.184182728,1.90E-07,,-0.175327469,3.61E-08,,0.131226755,-0.472926517,-0.041590248
SL18-NL-3-FG1,female,-0.087317163,6.88E-07,,-0.177269316,1.98E-08,,0.659038243,-0.425407025,-0.239821302
SL18-LL-9-FG2,female,-0.171932891,5.88E-08,,-0.177952542,1.56E-08,,-0.625436483,-0.553997486,-0.13005886
SL18-JS-9-FG2,female,-0.203079362,2.78E-07,,-0.181759967,7.48E-08,,0.044720692,-0.508070097,-0.160557482
SL18-OI-5-FG5,female,-0.084928673,1.63E-07,,-0.188593625,1.22E-08,,-1.094776875,-0.732817302,0.253030519
SL18-JS-19-FG3,female,-0.039429768,0.00256516,,-0.189276701,2.62E-08,,0.28786539,-0.513126962,-0.120023244
SL18-JS-19-FG2,female,-0.050493253,0.001334825,,-0.209093293,2.15E-08,,0.284734169,-0.506290197,-0.049827751
SL18-LL-9-FG6,female,-0.003423032,8.28E-07,,-0.210719629,9.70E-09,,-0.032127586,-0.736379578,-0.08939709
SL18-JS-16-FG3,female,-0.253688576,9.37E-08,,-0.218880366,2.96E-08,,0.319886988,-0.497958955,-0.201570585
SL18-NC-10-FG1,female,-0.133976042,2.64E-07,,-0.232028857,3.15E-08,,0.118348323,-0.691801853,-0.504740436
SL18-NC-10-FG3,female,-0.128343613,0.001220987,,-0.237205604,4.84E-08,,0.078826352,-0.542282742,-0.90197267
SL18-NC-5-FG2,female,-0.06026125,0.002710818,,-0.243724901,2.17E-08,,0.074751635,-0.884877813,-0.236473
SL18-CC-8-FG1,female,-0.285702929,3.18E-08,,-0.246138235,7.38E-09,,-0.481153785,-0.620798391,-0.213923705
SL18-JS-5-FG1,female,-0.198594289,1.50E-07,,-0.249553746,1.50E-08,,0.240726987,-0.600361516,-0.532230269
SL18-JS-9-FG3,female,-0.336782839,5.27E-08,,-0.272229035,1.92E-08,,-0.041535976,-0.767158617,-0.243770634
SL18-JS-6-MG3,male,0.281574595,0.017293659,4,0.292161925,0.016837532,1,0.204839075,0.715565599,0.602229352
SL18-JS-6-MG2,male,0.259722208,0.014678514,5,0.269236924,0.014716519,2,0.055595633,0.604176066,0.572546569
SA18-CB-7-MG3,male,0.28881935,0.012797257,3,0.256937445,0.013211866,3,-0.293640431,0.63023842,0.073112796
SL18-CC-11-MG5,male,0.09994518,0.005642291,23,0.249219177,0.008412444,4,0.374199464,0.900162497,-0.239991721
SA18-CB-7-MG2,male,0.318448039,0.02228018,2,0.245628841,0.014895699,5,0.403681887,0.55016683,0.043412347
SA18-CB-10-MG3,male,0.424936311,0.029228168,1,0.223006347,0.010565785,6,-0.084691306,0.419267131,-0.046259393
SL18-OI-15-MG2,male,0.139174915,0.008657429,14,0.205622787,0.012337713,7,-0.414786587,0.64975892,0.069273668
SA18-CB-10-MG1,male,0.175295449,1.06E-06,9,0.197475549,0.007253444,8,-0.524109064,0.424094609,-0.145007708
SL18-CC-2-MG5,male,0.045075598,0.001920656,,0.189299732,0.01028036,9,0.308352271,0.613642203,-0.268178741
SL18-OI-7-MG3,male,0.10685669,0.006788716,19,0.187004384,0.0116278,10,-0.320462286,0.623176089,-0.051001917
SL18-CC-11-MG6,male,0.062324875,0.001064689,,0.185253562,0.000853973,11,0.365419558,0.636869028,-0.176006788
SL18-SF-13-MG1,male,0.051305582,6.86E-05,,0.177450794,0.003414592,12,-0.086301644,0.594313021,0.042021734
SL18-SF-13-MG11,male,0.059812087,0.002738244,,0.17603204,0.002961697,13,-0.086775163,0.580055046,0.050191322
SA18-CB-3-MG3,male,0.143730337,0.00769874,11,0.155804832,0.007865447,14,0.530082051,0.489310598,-0.318416425
SL18-OI-6-MG2,male,0.182555605,0.000796118,8,0.154369361,9.94E-08,15,-1.129207917,0.408937564,0.528260967
SA18-CB-7-MG1,male,0.194653253,3.52E-07,6,0.148671751,5.47E-08,16,-0.370587914,0.43683705,0.033819968
SL18-JS-6-MG1,male,0.142139532,0.003758934,12,0.145106488,0.003411817,17,0.118929623,0.079014519,1.192328741
SL18-NC-2-MG1,male,0.108174241,0.009690713,18,0.144908729,0.011737451,18,0.766847456,0.457408142,-0.073619665
SL18-NC-2-MG2,male,0.139757084,0.009708462,13,0.142315302,0.007445374,19,0.337651256,0.449996818,-0.033920989
SL18-NC-2-MG3,male,0.090926619,0.003765868,33,0.133584162,0.006413617,20,0.723912347,0.523397263,-0.180595579
SA18-CB-4-MG2,male,0.19013114,0.012117284,7,0.133436836,0.006688024,21,-0.004338171,0.222628655,-0.144790682
SL18-OI-15-MG1,male,0.091328754,0.004179111,32,0.128871359,0.005263662,22,-0.180144561,0.477299703,-0.003635607
SL18-UCONN-S94-MG1,male,0.053486345,7.44E-06,,0.128363432,9.78E-07,23,0.602273307,0.51892718,-0.322753203
SL18-UCONN-S94-MG2,male,0.053486345,7.44E-06,,0.128363432,9.78E-07,24,0.602273307,0.51892718,-0.322753203
SL18-UCONN-S94-MG3,male,0.053486345,7.44E-06,,0.128363432,9.78E-07,25,0.602273307,0.51892718,-0.322753203
SL18-CC-7-MG1,male,0.027013829,0.005212882,,0.125840368,0.009138814,26,0.621812812,0.504134648,-0.180504362
SA18-CB-1-MG13,male,0.131740875,0.001318041,15,0.117639312,0.000548963,27,-0.275730099,0.268090387,0.070797047
SL18-SF-13-MG2,male,0.036412921,6.87E-06,,0.117257508,0.000509627,28,0.001714349,0.328322074,0.196543226
SA18-CB-3-MG1,male,0.033467733,1.99E-06,,0.114884679,0.005515717,29,-0.090739923,0.252129748,-0.058780743
SL18-CC-2-MG6,male,0.03897067,0.001178042,,0.111333891,0.00106739,30,0.240967747,0.371428513,-0.142696156
SL18-OD-6-MG1,male,-0.028350266,0.00458368,,0.107679042,0.009754282,31,0.198998089,0.363237725,0.03881021
SL18-SF-15-MG2,male,0.07635606,0.00554077,38,0.105145495,0.004271447,32,-0.065922784,0.527744047,-0.170490372
SL18-CC-1-MG3,male,0.001763161,0.005339839,,0.102124606,0.009328074,33,0.698854965,0.30456281,0.054308364
SL18-SF-15-MG1,male,0.06546404,0.003740181,46,0.101846257,0.005234549,34,-0.102734209,0.488850299,-0.154425545
SL18-UCONN-S4-MG1,male,0.067036638,9.77E-07,43,0.098565197,1.25E-06,35,-0.362606789,0.201131767,-0.058074762
SL18-UCONN-S4-MG2,male,0.067036638,9.77E-07,44,0.098565197,1.25E-06,36,-0.362606789,0.201131767,-0.058074762
SL18-UCONN-S4-MG3,male,0.067036638,9.77E-07,45,0.098565197,1.25E-06,37,-0.362606789,0.201131767,-0.058074762
SL18-SF-13-MG13,male,0.030153769,1.93E-06,,0.094071925,1.71E-07,38,-0.029885472,0.288175494,0.136070882
SL18-OI-14-MG1,male,0.016711827,0.002592415,,0.091077873,0.004302907,39,0.053816555,0.102547357,0.052874496
SL18-OD-6-MG3,male,-0.03567463,0.002332391,,0.090840008,0.007174266,40,0.140870767,0.323473293,0.09143204
SL18-CC-7-MG2,male,0.028800433,0.003991263,,0.090608114,0.003460038,41,0.354232769,0.326146552,-0.069225579
SL18-BL-16-MG2,male,0.050303425,0.004878232,,0.08713424,0.00497494,42,-0.092340229,0.276489083,0.130555951
SL18-BL-16-MG3,male,0.055339112,0.001893907,,0.081214062,0.001971686,43,-0.101829444,0.253194292,0.081422245
SL18-BL-17-MG2,male,0.046972125,0.003756625,,0.076304747,0.00396869,44,-0.026545425,0.235657942,0.064981336
SL18-BL-12-MG2,male,0.04346537,0.003252207,,0.07488165,0.003382782,45,-0.05822014,0.239459449,0.063514093
SL18-OI-14-MG2,male,-0.007112722,1.69E-06,,0.07447608,0.003166883,46,-0.002967824,0.136705962,0.190464507
SL18-BL-12-MG1,male,0.043053952,0.003166987,,0.074245083,0.00331982,47,-0.057794762,0.238029316,0.063628224
SL18-BL-12-MG3,male,0.048927447,0.003663008,,0.072986345,0.002939813,48,-0.054979277,0.224703369,0.065407344
SL18-FW-2-MG2,male,0.046407414,0.003881549,,0.069958388,0.003634272,49,0.030525482,0.225292076,0.007949694
SL18-SF-17-MG2,male,0.106298538,0.001888786,20,0.069795282,0.002122157,50,-0.469968503,0.280559438,-0.099356904
SL18-TI-4-MG1,male,0.041678871,0.002381197,,0.068588067,0.002802861,,-0.064686316,0.234391087,0.059422984
SL18-FW-2-MG4,male,0.045996715,0.001914855,,0.068587746,0.001851875,,-0.027239641,0.220209401,0.003105758
SL18-FI-1-MG2,male,0.031526026,0.002364923,,0.068313591,0.002769177,,-0.077337384,0.229925499,-0.00217794
SL18-FW-21-MG2,male,0.04514114,0.002041767,,0.067581938,0.001786257,,0.036998752,0.218383705,0.008211156
SL18-FW-12-MG2,male,0.04426927,0.001483074,,0.067183348,0.001951125,,0.035458508,0.217527364,0.008403905
SL18-BL-13-MG3,male,0.025294944,0.002479742,,0.065395305,0.002697992,,-0.042205971,0.231955725,-0.014906821
SL18-FI-1-MG10,male,0.038603944,0.002311174,,0.064050182,0.001461862,,-0.092041824,0.194184525,-0.024035669
SL18-UCONN-S5-MG1,male,0.097816425,5.51E-06,27,0.062920256,6.56E-07,,0.149491389,0.131335191,0.130111704
SL18-UCONN-S5-MG2,male,0.097816425,5.51E-06,28,0.062920256,6.56E-07,,0.149491389,0.131335191,0.130111704
SL18-UCONN-S5-MG3,male,0.097816425,5.51E-06,29,0.062920256,6.56E-07,,0.149491389,0.131335191,0.130111704
SL18-BL-11-MG2,male,0.040127642,0.000959621,,0.06254594,0.000909065,,-0.065576022,0.20169032,-0.000773685
SL18-BL-11-MG1,male,0.040127642,0.000959621,,0.06254594,0.000909065,,-0.065576022,0.20169032,-0.000773685
SA18-CB-1-MG2,male,0.002791822,0.001069355,,0.062339008,0.004979565,,-0.371394831,0.314342438,-0.061913045
SL18-BL-10-MG2,male,0.024648254,0.004298413,,0.061622936,0.005115428,,0.005276781,0.21159887,0.028383712
SL18-PI-1-MG4,male,0.021518896,0.002864493,,0.061430658,0.002682912,,-0.049384288,0.201893188,0.006389319
SL18-BL-11-MG4,male,0.039352682,0.002571361,,0.060240723,0.002274565,,-0.043650794,0.18513419,0.015776761
SL18-OI-7-MG2,male,0.04724577,6.95E-06,,0.059615801,8.87E-08,,-0.240966375,0.196932448,-0.049228676
SL18-FW-2-MG1,male,0.030814331,0.004178356,,0.058985456,0.004586077,,0.024354677,0.196980416,-0.008644581
SL18-TI-1-MG2,male,0.044386635,0.00350567,,0.057675654,0.003865898,,-0.017861886,0.200875323,0.012491309
SL18-OI-7-MG1,male,0.036685428,4.15E-07,,0.056849657,4.18E-08,,-0.388114145,0.207260165,-0.128857183
SL18-TI-5-MG3,male,0.054183744,0.004095983,,0.056266682,0.004034682,,-0.067029102,0.183642167,-0.0164584
SL18-UCONN-S157-MG1,male,0.065275185,6.84E-06,47,0.054009474,1.01E-06,,-0.278738404,0.171380965,0.144621246
SL18-UCONN-S157-MG3,male,0.065275185,6.84E-06,48,0.054009474,1.01E-06,,-0.278738404,0.171380965,0.144621246
SL18-UCONN-S157-MG2,male,0.065275185,6.84E-06,49,0.054009474,1.01E-06,,-0.278738404,0.171380965,0.144621246
SL18-UCONN-S143-MG3,male,0.069928223,4.83E-06,41,0.053045049,2.64E-07,,-0.026247228,0.152192848,0.060363239
SL18-UCONN-S143-MG2,male,0.069928223,4.83E-06,42,0.053045049,2.64E-07,,-0.026247228,0.152192848,0.060363239
SL18-UCONN-S143-MG1,male,0.069928223,4.83E-06,40,0.053045049,2.64E-07,,-0.026247228,0.152192848,0.060363239
SL18-FI-2-MG1,male,0.016217529,0.002621619,,0.052624269,0.00240957,,-0.057623933,0.161154997,0.018136277
SL18-LL-9-MG4,male,0.148008694,0.015116064,10,0.051599076,0.009666404,,0.567256268,0.064864445,-0.064129761
SL18-NC-15-MG3,male,-0.08588949,6.97E-06,,0.05117707,0.007047419,,0.546296181,0.246026718,-0.073926605
SL18-PI-1-MG3,male,0.019953333,0.001837063,,0.050936735,0.003034572,,0.05401392,0.183492036,-0.03158758
SL18-BL-17-MG3,male,0.027122905,0.003527805,,0.050625106,0.003504763,,0.00967552,0.176707615,0.001447334
SL18-BL-13-MG1,male,-0.001880528,0.004657505,,0.048908373,0.003935773,,0.026822984,0.208272961,-0.045541089
SL18-FI-2-MG3,male,0.026220177,0.000312514,,0.048663393,0.000160347,,-0.054680099,0.164420769,-0.003817459
SL18-LD-2-MG2,male,0.089028773,0.011348412,34,0.048147286,0.011965764,,-0.00400205,-0.012752959,0.652441289
SL18-BL-14-MG1,male,0.03865119,0.004771646,,0.047822194,0.004530265,,-0.030223294,0.137570466,-0.001818209
SL18-OI-9-MG3,male,0.017466533,0.001062233,,0.047457819,0.002901323,,-0.638048042,0.184981082,0.115049121
SL18-TI-2-MG3,male,0.029506345,0.003902839,,0.047184633,0.003987337,,-0.013215039,0.156549733,0.021302252
SA18-CB-2-MG3,male,0.013111908,3.39E-07,,0.045593878,4.54E-08,,-0.283061714,0.050566674,0.032665547
SL18-SF-17-MG1,male,0.095028454,0.000818802,31,0.045373106,0.001625028,,-0.866164374,0.073796631,0.093072252
SL18-SF-19-MG2,male,0.007786189,0.002408075,,0.0451729,0.002920842,,-0.085428739,0.249782125,0.111562547
SL18-OD-10-MG2,male,0.029113233,0.000372609,,0.044888409,0.000151545,,-0.008464777,0.175590991,-0.021075697
SL18-OD-10-MG1,male,0.029113233,0.000372609,,0.044888409,0.000151545,,-0.008464777,0.175590991,-0.021075697
SL18-UCONN-S32-MG3,male,0.048959517,3.50E-07,,0.043612013,9.75E-08,,0.305826218,-0.00685599,0.222934629
SL18-UCONN-S32-MG2,male,0.048959517,3.50E-07,,0.043612013,9.75E-08,,0.305826218,-0.00685599,0.222934629
SL18-UCONN-S32-MG1,male,0.048959517,3.50E-07,,0.043612013,9.75E-08,,0.305826218,-0.00685599,0.222934629
SL18-OI-11-MG1,male,0.086807106,0.000197056,35,0.042207688,6.33E-08,,-0.028462352,0.175114268,0.034719996
